geometry,Lx,D,geometry_id,rx,rz,material
spheroid,,,spheroid_rx_9.446_rz_9.322,9.446,9.0,[]
spheroid,,,spheroid_rx_8.846_rz_4.653,8.846,4.0,[]
spheroid,,,spheroid_rx_0.539_rz_6.85,0.539,6.0,[]
spheroid,,,spheroid_rx_0.843_rz_5.819,0.843,5.0,[]
spheroid,,,spheroid_rx_2.311_rz_9.532,2.311,9.0,[]
spheroid,,,spheroid_rx_2.294_rz_5.787,2.294,5.0,[]
spheroid,,,spheroid_rx_0.17_rz_4.477,0.17,4.0,[]
spheroid,,,spheroid_rx_4.384_rz_2.451,4.384,2.0,[]
spheroid,,,spheroid_rx_6.101_rz_3.808,6.101,3.0,[]
spheroid,,,spheroid_rx_5.338_rz_9.466,5.337999999999999,9.0,[]
spheroid,,,spheroid_rx_5.378_rz_1.864,5.377999999999999,1.0,[]
spheroid,,,spheroid_rx_1.179_rz_1.615,1.179,1.0,[]
spheroid,,,spheroid_rx_3.674_rz_0.223,3.674,0.0,[]
spheroid,,,spheroid_rx_2.332_rz_0.435,2.332,0.0,[]
spheroid,,,spheroid_rx_9.386_rz_2.583,9.386000000000001,2.0,[]
spheroid,,,spheroid_rx_1.716_rz_1.1,1.716,1.0,[]
spheroid,,,spheroid_rx_9.37_rz_4.396,9.37,4.0,[]
spheroid,,,spheroid_rx_6.469_rz_4.221,6.4689999999999985,4.0,[]
spheroid,,,spheroid_rx_4.5_rz_4.766,4.5,4.0,[]
spheroid,,,spheroid_rx_9.985_rz_2.555,9.985,2.0,[]
spheroid,,,spheroid_rx_2.855_rz_7.228,2.855,7.0,[]
spheroid,,,spheroid_rx_1.454_rz_9.108,1.454,9.0,[]
spheroid,,,spheroid_rx_4.664_rz_8.07,4.664,8.0,[]
spheroid,,,spheroid_rx_5.908_rz_0.695,5.908,0.0,[]
spheroid,,,spheroid_rx_9.254_rz_2.556,9.254,2.0,[]
spheroid,,,spheroid_rx_6.225_rz_0.011,6.225,0.0,[]
spheroid,,,spheroid_rx_3.182_rz_7.967,3.182,7.0,[]
spheroid,,,spheroid_rx_8.909_rz_4.063,8.908999999999997,4.0,[]
spheroid,,,spheroid_rx_7.832_rz_8.442,7.8320000000000025,8.0,[]
spheroid,,,spheroid_rx_4.991_rz_7.114,4.9910000000000005,7.0,[]
spheroid,,,spheroid_rx_8.264_rz_6.511,8.264,6.0,[]
spheroid,,,spheroid_rx_6.907_rz_1.2,6.907,1.0,[]
wireSphEnds,9.999989999999997e-06,0.0,wireSphEnds_Lx_9.99999e-06_D_0.08,,,[]
spheroid,,,spheroid_rx_7.223_rz_5.432,7.223,5.0,[]
spheroid,,,spheroid_rx_2.115_rz_2.35,2.115,2.0,[]
spheroid,,,spheroid_rx_7.05_rz_7.412,7.05,7.0,[]
spheroid,,,spheroid_rx_1.616_rz_3.641,1.6159999999999999,3.0,[]
spheroid,,,spheroid_rx_8.869_rz_2.151,8.869,2.0,[]
spheroid,,,spheroid_rx_5.917_rz_2.312,5.9170000000000025,2.0,[]
spheroid,,,spheroid_rx_9.988_rz_0.369,9.988,0.0,[]
spheroid,,,spheroid_rx_6.754_rz_3.901,6.754,3.0,[]
spheroid,,,spheroid_rx_4.948_rz_2.272,4.948,2.0,[]
spheroid,,,spheroid_rx_7.095_rz_2.61,7.095,2.0,[]
spheroid,,,spheroid_rx_3.526_rz_3.501,3.526,3.0,[]
spheroid,,,spheroid_rx_6.496_rz_5.292,6.496,5.0,[]
spheroid,,,spheroid_rx_4.067_rz_8.761,4.067,8.0,[]
spheroid,,,spheroid_rx_8.304_rz_5.28,8.304,5.0,[]
spheroid,,,spheroid_rx_4.293_rz_4.321,4.293,4.0,[]
spheroid,,,spheroid_rx_2.157_rz_1.381,2.157,1.0,[]
spheroid,,,spheroid_rx_3.697_rz_4.329,3.697,4.0,[]
spheroid,,,spheroid_rx_9.883_rz_2.651,9.883,2.0,[]
spheroid,,,spheroid_rx_4.785_rz_2.124,4.785,2.0,[]
spheroid,,,spheroid_rx_8.685_rz_6.967,8.685,6.0,[]
spheroid,,,spheroid_rx_9.349_rz_0.733,9.349,0.0,[]
spheroid,,,spheroid_rx_7.536_rz_0.763,7.5360000000000005,0.0,[]
spheroid,,,spheroid_rx_2.479_rz_2.668,2.479,2.0,[]
spheroid,,,spheroid_rx_3.775_rz_1.568,3.775,1.0,[]
spheroid,,,spheroid_rx_9.585_rz_1.772,9.585,1.0,[]
spheroid,,,spheroid_rx_5.673_rz_0.574,5.672999999999999,0.0,[]
wireSphEnds,8.888880000000001e-06,0.0,wireSphEnds_Lx_8.88888e-06_D_0.08,,,[]
wireSphEnds,7.777776999999999e-06,0.0,wireSphEnds_Lx_7.777777e-06_D_0.08,,,[]
spheroid,,,spheroid_rx_5.424_rz_9.503,5.424,9.0,[]
spheroid,,,spheroid_rx_8.048_rz_6.409,8.048,6.0,[]
wireSphEnds,6.6666e-06,0.0,wireSphEnds_Lx_6.6666e-06_D_0.08,,,[]
spheroid,,,spheroid_rx_7.622_rz_1.753,7.622000000000001,1.0,[]
spheroid,,,spheroid_rx_6.402_rz_5.666,6.402,5.0,[]
spheroid,,,spheroid_rx_2.532_rz_1.956,2.532,1.0,[]
spheroid,,,spheroid_rx_7.905_rz_5.918,7.905,5.0,[]
spheroid,,,spheroid_rx_8.67_rz_9.887,8.67,9.0,[]
spheroid,,,spheroid_rx_5.189_rz_6.61,5.189,6.0,[]
spheroid,,,spheroid_rx_4.374_rz_9.98,4.374,9.0,[]
spheroid,,,spheroid_rx_7.267_rz_0.715,7.267,0.0,[]
spheroid,,,spheroid_rx_2.228_rz_6.013,2.228,6.0,[]
spheroid,,,spheroid_rx_2.218_rz_3.668,2.218,3.0,[]
spheroid,,,spheroid_rx_4.896_rz_9.186,4.896,9.0,[]
spheroid,,,spheroid_rx_7.222_rz_6.446,7.222,6.0,[]
spheroid,,,spheroid_rx_7.771_rz_0.591,7.771,0.0,[]
spheroid,,,spheroid_rx_9.487_rz_6.256,9.487,6.0,[]
spheroid,,,spheroid_rx_7.682_rz_1.338,7.682,1.0,[]
spheroid,,,spheroid_rx_0.027_rz_7.289,0.027000000000000003,7.0,[]
spheroid,,,spheroid_rx_2.281_rz_3.444,2.281,3.0,[]
spheroid,,,spheroid_rx_1.245_rz_6.598,1.245,6.0,[]
spheroid,,,spheroid_rx_7.208_rz_3.383,7.2079999999999975,3.0,[]
spheroid,,,spheroid_rx_9.082_rz_5.92,9.082,5.0,[]
spheroid,,,spheroid_rx_5.589_rz_1.563,5.5889999999999995,1.0,[]
spheroid,,,spheroid_rx_4.445_rz_3.18,4.445,3.0,[]
spheroid,,,spheroid_rx_5.266_rz_0.945,5.266,0.0,[]
spheroid,,,spheroid_rx_9.341_rz_2.99,9.341,2.0,[]
spheroid,,,spheroid_rx_8.631_rz_1.839,8.631,1.0,[]
spheroid,,,spheroid_rx_7.308_rz_2.627,7.308,2.0,[]
spheroid,,,spheroid_rx_0.309_rz_5.409,0.309,5.0,[]
spheroid,,,spheroid_rx_4.429_rz_2.137,4.4289999999999985,2.0,[]
spheroid,,,spheroid_rx_3.078_rz_4.174,3.0780000000000003,4.0,[]
spheroid,,,spheroid_rx_7.269_rz_3.715,7.269,3.0,[]
spheroid,,,spheroid_rx_3.89_rz_7.843,3.89,7.0,[]
spheroid,,,spheroid_rx_8.549_rz_5.568,8.549,5.0,[]
spheroid,,,spheroid_rx_6.843_rz_9.671,6.843,9.0,[]
spheroid,,,spheroid_rx_4.389_rz_2.37,4.3889999999999985,2.0,[]
spheroid,,,spheroid_rx_7.346_rz_3.764,7.346,3.0,[]
spheroid,,,spheroid_rx_6.666_rz_6.069,6.666,6.0,[]
spheroid,,,spheroid_rx_8.597_rz_1.453,8.597000000000001,1.0,[]
spheroid,,,spheroid_rx_6.108_rz_5.571,6.108,5.0,[]
spheroid,,,spheroid_rx_8.286_rz_2.354,8.286,2.0,[]
spheroid,,,spheroid_rx_7.383_rz_0.722,7.382999999999999,0.0,[]
spheroid,,,spheroid_rx_5.097_rz_3.108,5.0969999999999995,3.0,[]
spheroid,,,spheroid_rx_3.763_rz_8.547,3.763,8.0,[]
spheroid,,,spheroid_rx_6.25_rz_8.559,6.25,8.0,[]
spheroid,,,spheroid_rx_2.59_rz_1.902,2.59,1.0,[]
spheroid,,,spheroid_rx_1.372_rz_6.964,1.3719999999999999,6.0,[]
spheroid,,,spheroid_rx_0.297_rz_6.985,0.297,6.0,[]
spheroid,,,spheroid_rx_8.532_rz_6.121,8.532,6.0,[]
spheroid,,,spheroid_rx_0.917_rz_3.788,0.917,3.0,[]
spheroid,,,spheroid_rx_9.326_rz_9.635,9.326,9.0,[]
spheroid,,,spheroid_rx_6.369_rz_8.205,6.369,8.0,[]
spheroid,,,spheroid_rx_4.284_rz_6.53,4.284,6.0,[]
spheroid,,,spheroid_rx_6.728_rz_2.009,6.728,2.0,[]
spheroid,,,spheroid_rx_6.141_rz_2.913,6.141,2.0,[]
spheroid,,,spheroid_rx_2.688_rz_8.147,2.688,8.0,[]
spheroid,,,spheroid_rx_7.969_rz_0.922,7.9689999999999985,0.0,[]
spheroid,,,spheroid_rx_4.094_rz_0.148,4.0939999999999985,0.0,[]
spheroid,,,spheroid_rx_2.508_rz_7.581,2.508,7.0,[]
spheroid,,,spheroid_rx_5.538_rz_0.173,5.5379999999999985,0.0,[]
spheroid,,,spheroid_rx_5.31_rz_2.951,5.31,2.0,[]
spheroid,,,spheroid_rx_0.324_rz_4.151,0.324,4.0,[]
spheroid,,,spheroid_rx_3.713_rz_9.38,3.713,9.0,[]
spheroid,,,spheroid_rx_8.723_rz_3.296,8.722999999999999,3.0,[]
spheroid,,,spheroid_rx_8.899_rz_3.773,8.899,3.0,[]
spheroid,,,spheroid_rx_5.929_rz_7.242,5.9289999999999985,7.0,[]
spheroid,,,spheroid_rx_4.742_rz_9.269,4.742,9.0,[]
spheroid,,,spheroid_rx_5.652_rz_5.966,5.652,5.0,[]
spheroid,,,spheroid_rx_2.441_rz_6.293,2.441,6.0,[]
spheroid,,,spheroid_rx_5.457_rz_8.492,5.4570000000000025,8.0,[]
spheroid,,,spheroid_rx_9.243_rz_1.379,9.243,1.0,[]
spheroid,,,spheroid_rx_3.325_rz_6.517,3.325,6.0,[]
spheroid,,,spheroid_rx_2.927_rz_3.541,2.927,3.0,[]
spheroid,,,spheroid_rx_4.781_rz_7.857,4.7810000000000015,7.0,[]
spheroid,,,spheroid_rx_4.534_rz_5.973,4.534,5.0,[]
spheroid,,,spheroid_rx_1.793_rz_5.076,1.793,5.0,[]
spheroid,,,spheroid_rx_8.775_rz_9.051,8.775,9.0,[]
spheroid,,,spheroid_rx_6.087_rz_1.619,6.0870000000000015,1.0,[]
spheroid,,,spheroid_rx_1.753_rz_4.818,1.7530000000000001,4.0,[]
spheroid,,,spheroid_rx_1.892_rz_0.095,1.892,0.0,[]
spheroid,,,spheroid_rx_9.469_rz_3.236,9.469,3.0,[]
spheroid,,,spheroid_rx_6.883_rz_6.402,6.882999999999999,6.0,[]
spheroid,,,spheroid_rx_1.92_rz_4.605,1.92,4.0,[]
spheroid,,,spheroid_rx_0.896_rz_5.784,0.8959999999999999,5.0,[]
spheroid,,,spheroid_rx_9.449_rz_0.901,9.449,0.0,[]
spheroid,,,spheroid_rx_4.481_rz_1.521,4.481,1.0,[]
spheroid,,,spheroid_rx_2.44_rz_2.881,2.44,2.0,[]
spheroid,,,spheroid_rx_6.296_rz_7.197,6.296,7.0,[]
spheroid,,,spheroid_rx_1.306_rz_2.972,1.306,2.0,[]
spheroid,,,spheroid_rx_1.025_rz_4.944,1.025,4.0,[]
spheroid,,,spheroid_rx_2.013_rz_0.3,2.013,0.0,[]
spheroid,,,spheroid_rx_7.341_rz_5.289,7.341,5.0,[]
spheroid,,,spheroid_rx_5.564_rz_2.457,5.564,2.0,[]
spheroid,,,spheroid_rx_5.828_rz_5.213,5.8279999999999985,5.0,[]
spheroid,,,spheroid_rx_2.863_rz_1.355,2.863,1.0,[]
spheroid,,,spheroid_rx_4.444_rz_5.764,4.444,5.0,[]
spheroid,,,spheroid_rx_5.24_rz_6.028,5.24,6.0,[]
spheroid,,,spheroid_rx_8.626_rz_3.317,8.626,3.0,[]
spheroid,,,spheroid_rx_9.877_rz_3.987,9.877,3.0,[]
spheroid,,,spheroid_rx_3.618_rz_3.718,3.618,3.0,[]
spheroid,,,spheroid_rx_5.727_rz_3.513,5.727,3.0,[]
spheroid,,,spheroid_rx_6.743_rz_4.171,6.7429999999999986,4.0,[]
spheroid,,,spheroid_rx_3.673_rz_1.499,3.673,1.0,[]
spheroid,,,spheroid_rx_9.13_rz_6.102,9.13,6.0,[]
spheroid,,,spheroid_rx_5.372_rz_9.265,5.372000000000001,9.0,[]
spheroid,,,spheroid_rx_6.786_rz_0.257,6.7860000000000005,0.0,[]
spheroid,,,spheroid_rx_2.505_rz_5.043,2.505,5.0,[]
spheroid,,,spheroid_rx_4.202_rz_8.92,4.202,8.0,[]
spheroid,,,spheroid_rx_4.096_rz_7.158,4.096,7.0,[]
spheroid,,,spheroid_rx_5.808_rz_1.938,5.808,1.0,[]
spheroid,,,spheroid_rx_3.584_rz_0.161,3.5839999999999996,0.0,[]
spheroid,,,spheroid_rx_8.13_rz_7.769,8.13,7.0,[]
spheroid,,,spheroid_rx_0.011_rz_9.405,0.011000000000000001,9.0,[]
spheroid,,,spheroid_rx_4.676_rz_4.133,4.676,4.0,[]
spheroid,,,spheroid_rx_0.614_rz_0.083,0.614,0.0,[]
spheroid,,,spheroid_rx_8.199_rz_5.06,8.199,5.0,[]
spheroid,,,spheroid_rx_7.554_rz_4.732,7.5539999999999985,4.0,[]
spheroid,,,spheroid_rx_4.691_rz_6.079,4.691,6.0,[]
spheroid,,,spheroid_rx_5.938_rz_4.583,5.938,4.0,[]
spheroid,,,spheroid_rx_7.213_rz_1.339,7.212999999999999,1.0,[]
spheroid,,,spheroid_rx_2.594_rz_3.847,2.594,3.0,[]
spheroid,,,spheroid_rx_9.783_rz_0.059,9.783,0.0,[]
spheroid,,,spheroid_rx_1.104_rz_9.507,1.104,9.0,[]
spheroid,,,spheroid_rx_7.594_rz_9.122,7.5939999999999985,9.0,[]
spheroid,,,spheroid_rx_6.693_rz_1.215,6.693,1.0,[]
spheroid,,,spheroid_rx_4.073_rz_5.551,4.073,5.0,[]
spheroid,,,spheroid_rx_7.517_rz_6.45,7.517,6.0,[]
spheroid,,,spheroid_rx_4.037_rz_4.229,4.037,4.0,[]
spheroid,,,spheroid_rx_6.796_rz_8.445,6.796,8.0,[]
spheroid,,,spheroid_rx_0.257_rz_7.851,0.257,7.0,[]
spheroid,,,spheroid_rx_0.06_rz_3.667,0.06,3.0,[]
spheroid,,,spheroid_rx_9.705_rz_0.303,9.705,0.0,[]
spheroid,,,spheroid_rx_2.009_rz_1.514,2.009,1.0,[]
spheroid,,,spheroid_rx_4.353_rz_3.238,4.353,3.0,[]
spheroid,,,spheroid_rx_5.46_rz_2.309,5.46,2.0,[]
spheroid,,,spheroid_rx_7.09_rz_8.481,7.09,8.0,[]
spheroid,,,spheroid_rx_4.106_rz_2.646,4.106,2.0,[]
spheroid,,,spheroid_rx_8.332_rz_5.152,8.332,5.0,[]
spheroid,,,spheroid_rx_3.082_rz_3.79,3.082,3.0,[]
spheroid,,,spheroid_rx_6.567_rz_9.48,6.567,9.0,[]
spheroid,,,spheroid_rx_8.864_rz_8.356,8.863999999999997,8.0,[]
spheroid,,,spheroid_rx_5.423_rz_7.693,5.422999999999999,7.0,[]
spheroid,,,spheroid_rx_5.932_rz_6.328,5.932,6.0,[]
spheroid,,,spheroid_rx_2.399_rz_7.757,2.399,7.0,[]
spheroid,,,spheroid_rx_1.854_rz_2.899,1.854,2.0,[]
spheroid,,,spheroid_rx_3.099_rz_8.517,3.099,8.0,[]
spheroid,,,spheroid_rx_5.58_rz_9.909,5.58,9.0,[]
spheroid,,,spheroid_rx_1.331_rz_6.677,1.331,6.0,[]
spheroid,,,spheroid_rx_1.972_rz_1.039,1.972,1.0,[]
spheroid,,,spheroid_rx_4.984_rz_5.151,4.984,5.0,[]
spheroid,,,spheroid_rx_3.931_rz_5.127,3.931,5.0,[]
spheroid,,,spheroid_rx_8.459_rz_7.543,8.459,7.0,[]
spheroid,,,spheroid_rx_3.761_rz_5.916,3.761,5.0,[]
spheroid,,,spheroid_rx_5.8_rz_6.748,5.8,6.0,[]
spheroid,,,spheroid_rx_6.572_rz_2.79,6.572,2.0,[]
spheroid,,,spheroid_rx_4.89_rz_0.538,4.89,0.0,[]
spheroid,,,spheroid_rx_7.572_rz_3.521,7.572,3.0,[]
spheroid,,,spheroid_rx_7.88_rz_7.119,7.88,7.0,[]
spheroid,,,spheroid_rx_0.018_rz_5.985,0.018000000000000002,5.0,[]
spheroid,,,spheroid_rx_7.525_rz_1.034,7.525,1.0,[]
spheroid,,,spheroid_rx_6.275_rz_8.269,6.275,8.0,[]
spheroid,,,spheroid_rx_3.355_rz_5.451,3.355,5.0,[]
spheroid,,,spheroid_rx_2.577_rz_4.816,2.577,4.0,[]
spheroid,,,spheroid_rx_0.303_rz_6.091,0.303,6.0,[]
spheroid,,,spheroid_rx_0.641_rz_5.224,0.6409999999999999,5.0,[]
spheroid,,,spheroid_rx_5.536_rz_6.4,5.5360000000000005,6.0,[]
spheroid,,,spheroid_rx_5.677_rz_4.21,5.6770000000000005,4.0,[]
spheroid,,,spheroid_rx_2.207_rz_6.564,2.207,6.0,[]
spheroid,,,spheroid_rx_5.721_rz_1.923,5.721,1.0,[]
spheroid,,,spheroid_rx_0.098_rz_3.324,0.098,3.0,[]
spheroid,,,spheroid_rx_1.025_rz_4.234,1.025,4.0,[]
spheroid,,,spheroid_rx_8.211_rz_5.738,8.211,5.0,[]
spheroid,,,spheroid_rx_0.783_rz_2.284,0.7829999999999999,2.0,[]
spheroid,,,spheroid_rx_6.417_rz_3.958,6.4170000000000025,3.0,[]
spheroid,,,spheroid_rx_5.997_rz_6.216,5.997000000000001,6.0,[]
spheroid,,,spheroid_rx_2.238_rz_9.216,2.238,9.0,[]
spheroid,,,spheroid_rx_4.587_rz_6.342,4.587,6.0,[]
spheroid,,,spheroid_rx_7.964_rz_0.088,7.963999999999999,0.0,[]
spheroid,,,spheroid_rx_3.789_rz_2.419,3.7889999999999997,2.0,[]
spheroid,,,spheroid_rx_4.831_rz_0.058,4.831,0.0,[]
spheroid,,,spheroid_rx_4.45_rz_0.207,4.45,0.0,[]
spheroid,,,spheroid_rx_3.879_rz_9.874,3.879,9.0,[]
spheroid,,,spheroid_rx_4.538_rz_4.55,4.538,4.0,[]
spheroid,,,spheroid_rx_6.308_rz_3.773,6.308,3.0,[]
spheroid,,,spheroid_rx_8.162_rz_8.89,8.162,8.0,[]
spheroid,,,spheroid_rx_7.754_rz_6.344,7.754,6.0,[]
spheroid,,,spheroid_rx_7.54_rz_3.077,7.54,3.0,[]
spheroid,,,spheroid_rx_7.265_rz_5.288,7.265,5.0,[]
spheroid,,,spheroid_rx_8.563_rz_0.328,8.562999999999999,0.0,[]
spheroid,,,spheroid_rx_9.541_rz_9.233,9.541,9.0,[]
spheroid,,,spheroid_rx_4.984_rz_3.236,4.984,3.0,[]
spheroid,,,spheroid_rx_1.357_rz_9.643,1.357,9.0,[]
spheroid,,,spheroid_rx_5.484_rz_0.778,5.484,0.0,[]
spheroid,,,spheroid_rx_3.976_rz_9.466,3.976,9.0,[]
spheroid,,,spheroid_rx_7.151_rz_5.816,7.151,5.0,[]
spheroid,,,spheroid_rx_0.217_rz_2.936,0.217,2.0,[]
spheroid,,,spheroid_rx_0.445_rz_7.935,0.445,7.0,[]
spheroid,,,spheroid_rx_8.98_rz_1.859,8.98,1.0,[]
spheroid,,,spheroid_rx_4.555_rz_7.628,4.555,7.0,[]
spheroid,,,spheroid_rx_7.996_rz_5.118,7.996,5.0,[]
spheroid,,,spheroid_rx_5.365_rz_9.904,5.365,9.0,[]
spheroid,,,spheroid_rx_3.267_rz_8.824,3.267,8.0,[]
spheroid,,,spheroid_rx_9.387_rz_8.105,9.387,8.0,[]
spheroid,,,spheroid_rx_4.749_rz_6.871,4.749,6.0,[]
spheroid,,,spheroid_rx_1.132_rz_6.393,1.1320000000000001,6.0,[]
spheroid,,,spheroid_rx_3.598_rz_0.823,3.5980000000000003,0.0,[]
spheroid,,,spheroid_rx_0.318_rz_3.404,0.318,3.0,[]
spheroid,,,spheroid_rx_5.026_rz_0.098,5.026,0.0,[]
spheroid,,,spheroid_rx_4.855_rz_2.594,4.855,2.0,[]
spheroid,,,spheroid_rx_4.945_rz_7.678,4.945,7.0,[]
spheroid,,,spheroid_rx_1.253_rz_2.239,1.253,2.0,[]
spheroid,,,spheroid_rx_1.775_rz_4.759,1.775,4.0,[]
spheroid,,,spheroid_rx_9.904_rz_8.396,9.904,8.0,[]
spheroid,,,spheroid_rx_9.414_rz_8.971,9.414,8.0,[]
spheroid,,,spheroid_rx_1.723_rz_3.723,1.723,3.0,[]
spheroid,,,spheroid_rx_5.86_rz_6.931,5.86,6.0,[]
spheroid,,,spheroid_rx_3.166_rz_6.372,3.1660000000000004,6.0,[]
spheroid,,,spheroid_rx_8.531_rz_2.112,8.531,2.0,[]
spheroid,,,spheroid_rx_1.365_rz_1.86,1.365,1.0,[]
spheroid,,,spheroid_rx_9.681_rz_2.007,9.681,2.0,[]
spheroid,,,spheroid_rx_2.759_rz_6.36,2.759,6.0,[]
spheroid,,,spheroid_rx_1.488_rz_2.696,1.4880000000000002,2.0,[]
spheroid,,,spheroid_rx_3.634_rz_1.016,3.634,1.0,[]
spheroid,,,spheroid_rx_0.147_rz_6.997,0.147,6.0,[]
spheroid,,,spheroid_rx_9.688_rz_2.992,9.687999999999999,2.0,[]
spheroid,,,spheroid_rx_5.35_rz_1.128,5.35,1.0,[]
spheroid,,,spheroid_rx_4.166_rz_8.254,4.166,8.0,[]
spheroid,,,spheroid_rx_6.168_rz_3.762,6.1679999999999975,3.0,[]
spheroid,,,spheroid_rx_2.072_rz_0.688,2.072,0.0,[]
spheroid,,,spheroid_rx_1.667_rz_7.108,1.6669999999999998,7.0,[]
spheroid,,,spheroid_rx_5.12_rz_9.702,5.12,9.0,[]
spheroid,,,spheroid_rx_3.138_rz_7.744,3.138,7.0,[]
spheroid,,,spheroid_rx_5.5_rz_0.616,5.5,0.0,[]
spheroid,,,spheroid_rx_1.773_rz_6.044,1.773,6.0,[]
spheroid,,,spheroid_rx_9.022_rz_5.215,9.022,5.0,[]
spheroid,,,spheroid_rx_8.862_rz_3.688,8.862,3.0,[]
spheroid,,,spheroid_rx_0.046_rz_7.91,0.046,7.0,[]
spheroid,,,spheroid_rx_6.046_rz_4.618,6.046,4.0,[]
spheroid,,,spheroid_rx_2.182_rz_2.622,2.182,2.0,[]
spheroid,,,spheroid_rx_2.22_rz_3.112,2.22,3.0,[]
spheroid,,,spheroid_rx_6.699_rz_2.098,6.699,2.0,[]
spheroid,,,spheroid_rx_5.157_rz_9.992,5.157,9.0,[]
spheroid,,,spheroid_rx_2.962_rz_3.279,2.9619999999999997,3.0,[]
spheroid,,,spheroid_rx_4.459_rz_4.979,4.459,4.0,[]
spheroid,,,spheroid_rx_5.559_rz_5.376,5.559,5.0,[]
spheroid,,,spheroid_rx_5.546_rz_2.657,5.546,2.0,[]
spheroid,,,spheroid_rx_4.978_rz_7.301,4.978,7.0,[]
spheroid,,,spheroid_rx_4.816_rz_0.138,4.816,0.0,[]
spheroid,,,spheroid_rx_2.905_rz_3.902,2.905,3.0,[]
spheroid,,,spheroid_rx_5.413_rz_3.909,5.4129999999999985,3.0,[]
spheroid,,,spheroid_rx_1.611_rz_4.23,1.611,4.0,[]
spheroid,,,spheroid_rx_8.087_rz_6.65,8.087,6.0,[]
spheroid,,,spheroid_rx_6.38_rz_4.107,6.38,4.0,[]
spheroid,,,spheroid_rx_3.291_rz_6.828,3.2910000000000004,6.0,[]
spheroid,,,spheroid_rx_4.058_rz_5.964,4.058,5.0,[]
spheroid,,,spheroid_rx_4.304_rz_8.764,4.3039999999999985,8.0,[]
spheroid,,,spheroid_rx_3.297_rz_5.036,3.2969999999999997,5.0,[]
spheroid,,,spheroid_rx_3.391_rz_9.594,3.391,9.0,[]
spheroid,,,spheroid_rx_7.543_rz_5.61,7.5429999999999975,5.0,[]
spheroid,,,spheroid_rx_8.233_rz_5.423,8.232999999999999,5.0,[]
spheroid,,,spheroid_rx_2.174_rz_1.526,2.174,1.0,[]
spheroid,,,spheroid_rx_3.369_rz_1.929,3.369,1.0,[]
spheroid,,,spheroid_rx_4.68_rz_6.539,4.68,6.0,[]
spheroid,,,spheroid_rx_1.423_rz_9.635,1.423,9.0,[]
spheroid,,,spheroid_rx_2.679_rz_8.234,2.679,8.0,[]
spheroid,,,spheroid_rx_5.206_rz_0.653,5.206,0.0,[]
spheroid,,,spheroid_rx_9.388_rz_7.347,9.388,7.0,[]
spheroid,,,spheroid_rx_1.949_rz_0.957,1.949,0.0,[]
spheroid,,,spheroid_rx_0.307_rz_4.407,0.307,4.0,[]
spheroid,,,spheroid_rx_7.282_rz_4.513,7.282,4.0,[]
spheroid,,,spheroid_rx_4.871_rz_4.302,4.871,4.0,[]
spheroid,,,spheroid_rx_3.56_rz_0.578,3.56,0.0,[]
spheroid,,,spheroid_rx_2.84_rz_8.028,2.84,8.0,[]
spheroid,,,spheroid_rx_0.878_rz_1.425,0.878,1.0,[]
spheroid,,,spheroid_rx_2.074_rz_9.699,2.074,9.0,[]
spheroid,,,spheroid_rx_8.064_rz_5.857,8.064,5.0,[]
spheroid,,,spheroid_rx_8.458_rz_7.591,8.458,7.0,[]
spheroid,,,spheroid_rx_7.001_rz_9.864,7.001,9.0,[]
spheroid,,,spheroid_rx_0.481_rz_4.23,0.48100000000000004,4.0,[]
spheroid,,,spheroid_rx_8.497_rz_8.757,8.497,8.0,[]
spheroid,,,spheroid_rx_7.351_rz_7.302,7.351,7.0,[]
spheroid,,,spheroid_rx_0.228_rz_4.132,0.228,4.0,[]
spheroid,,,spheroid_rx_8.232_rz_8.952,8.232000000000001,8.0,[]
spheroid,,,spheroid_rx_5.951_rz_7.605,5.9510000000000005,7.0,[]
spheroid,,,spheroid_rx_1.831_rz_6.269,1.831,6.0,[]
spheroid,,,spheroid_rx_6.721_rz_8.197,6.721,8.0,[]
spheroid,,,spheroid_rx_0.361_rz_6.386,0.361,6.0,[]
spheroid,,,spheroid_rx_1.301_rz_1.759,1.301,1.0,[]
spheroid,,,spheroid_rx_9.48_rz_0.62,9.48,0.0,[]
spheroid,,,spheroid_rx_9.302_rz_2.406,9.302,2.0,[]
spheroid,,,spheroid_rx_0.852_rz_5.049,0.852,5.0,[]
spheroid,,,spheroid_rx_3.196_rz_6.607,3.196,6.0,[]
spheroid,,,spheroid_rx_7.608_rz_9.143,7.608,9.0,[]
spheroid,,,spheroid_rx_5.251_rz_3.355,5.251,3.0,[]
spheroid,,,spheroid_rx_3.569_rz_6.698,3.569,6.0,[]
spheroid,,,spheroid_rx_4.346_rz_8.566,4.346,8.0,[]
spheroid,,,spheroid_rx_4.806_rz_3.66,4.806,3.0,[]
spheroid,,,spheroid_rx_8.707_rz_7.266,8.707,7.0,[]
spheroid,,,spheroid_rx_1.919_rz_9.761,1.919,9.0,[]
spheroid,,,spheroid_rx_3.636_rz_3.376,3.636,3.0,[]
spheroid,,,spheroid_rx_4.514_rz_3.356,4.513999999999999,3.0,[]
spheroid,,,spheroid_rx_1.714_rz_6.363,1.714,6.0,[]
spheroid,,,spheroid_rx_2.488_rz_0.682,2.488,0.0,[]
spheroid,,,spheroid_rx_3.1_rz_5.619,3.1,5.0,[]
